datetime,Tair
2005-09-28,83.1764705882
2005-09-29,83.9677419355
2005-09-30,87.0476190476
2005-10-01,74.4285714286
2005-10-02,67.08
2005-10-03,62.8709677419
2005-10-04,60.0416666667
2005-10-05,64.3157894737
2005-10-06,77.53125
2005-10-07,72.9714285714
2005-10-08,63.32
2005-10-09,64.4375
2005-10-10,70.976744186
2005-10-11,75.2941176471
2005-10-12,77.5625
2005-10-13,78.1904761905
2005-10-14,78.0
2005-10-15,61.9166666667
2005-10-16,77.3142857143
2005-10-17,77.7674418605
2005-10-18,68.4166666667
2005-10-19,68.9655172414
2005-10-20,63.68
2005-10-21,68.7916666667
2005-10-22,68.96
2005-10-23,67.3666666667
2005-10-24,66.0
2005-10-25,59.9444444444
2005-10-26,57.9285714286
2005-10-27,57.3333333333
2005-10-28,57.95
2005-10-29,58.0625
2005-10-30,57.8636363636
2005-10-31,62.7419354839
2005-11-01,66.96875
2005-11-02,56.0
2005-11-03,51.6875
2005-11-04,55.7083333333
2005-11-05,56.5
2005-11-06,58.7368421053
2005-11-07,60.2777777778
2005-11-08,51.7692307692
2005-11-09,61.2173913043
2005-11-10,60.48
2005-11-11,57.0
2005-11-12,54.5263157895
2005-11-13,56.2666666667
2005-11-14,62.6
2005-11-15,61.4054054054
2005-11-16,65.8064516129
2005-11-17,61.4473684211
2005-11-18,63.1379310345
2005-11-19,63.6060606061
2005-11-20,59.28
2005-11-21,59.1290322581
2005-11-22,58.9393939394
2005-11-23,59.0833333333
2005-11-24,58.2413793103
2005-11-25,53.15
2005-11-26,45.1333333333
2005-11-27,39.6818181818
2005-11-28,40.85
2005-11-29,45.7272727273
2005-11-30,43.875
2005-12-01,52.7777777778
2005-12-02,43.1
2005-12-03,37.7368421053
2005-12-04,36.5172413793
2005-12-05,39.0344827586
2005-12-06,41.0
2005-12-07,40.25
2005-12-08,47.5652173913
2005-12-09,47.3846153846
2005-12-10,46.2
2005-12-11,47.0833333333
2005-12-12,47.5
2005-12-13,42.4705882353
2005-12-14,40.9166666667
2005-12-15,35.9285714286
2005-12-16,30.5
2005-12-17,35.9166666667
2005-12-18,50.6666666667
2005-12-19,57.7692307692
2005-12-20,57.7826086957
2005-12-21,60.1363636364
2005-12-22,61.3333333333
2005-12-23,59.2666666667
2005-12-24,58.5333333333
2005-12-25,54.0
2005-12-26,51.4545454545
2005-12-27,54.3181818182
2005-12-28,57.0714285714
2005-12-29,44.8
2005-12-30,50.3
2005-12-31,53.0769230769
2006-01-01,48.85
2006-01-02,45.0
2006-01-03,47.6153846154
2006-01-04,52.4117647059
2006-01-05,52.8
2006-01-06,53.0476190476
2006-01-07,53.25
2006-01-08,45.3076923077
2006-01-09,43.56
2006-01-10,46.1363636364
2006-01-11,50.2222222222
2006-01-12,43.3333333333
2006-01-13,53.8
2006-01-14,45.7142857143
2006-01-15,37.8421052632
2006-01-16,40.4666666667
2006-01-17,45.4285714286
2006-01-18,45.7777777778
2006-01-19,39.3157894737
2006-01-20,40.2380952381
2006-01-21,43.0
2006-01-22,44.9285714286
2006-01-23,42.3125
2006-01-24,44.5909090909
2006-01-25,42.8421052632
2006-01-26,46.7777777778
2006-01-27,46.6666666667
2006-01-28,46.75
2006-01-29,53.625
2006-01-30,49.0833333333
2006-01-31,39.7777777778
2006-02-01,51.3333333333
2006-02-02,55.1666666667
2006-02-03,53.7368421053
2006-02-04,52.4615384615
2006-02-05,45.5
2006-02-06,50.64
2006-02-07,58.3157894737
2006-02-08,54.8
2006-02-09,57.4333333333
2006-02-10,57.3448275862
2006-02-11,56.7333333333
2006-02-12,50.5
2006-02-13,57.0769230769
2006-02-14,51.3928571429
2006-02-15,38.875
2006-02-16,38.6111111111
2006-02-17,39.84
2006-02-18,40.48
2006-02-19,38.6153846154
2006-02-20,35.8823529412
2006-02-21,42.8888888889
2006-02-22,40.7727272727
2006-02-23,49.88
2006-02-24,56.2580645161
2006-02-25,56.1304347826
2006-02-26,55.375
2006-02-27,58.09375
2006-02-28,48.52
2006-03-01,47.0769230769
2006-03-02,43.55
2006-03-03,42.5333333333
2006-03-04,45.9375
2006-03-05,54.1818181818
2006-03-06,49.0
2006-03-07,45.8
2006-03-08,44.4615384615
2006-03-09,44.1428571429
2006-03-10,35.7692307692
2006-03-11,39.4166666667
2006-03-12,35.0625
2006-03-13,42.8
2006-03-14,44.7142857143
2006-03-15,48.1333333333
2006-03-16,49.2142857143
2006-03-17,47.75
2006-03-18,46.2631578947
2006-03-19,45.2083333333
2006-03-20,40.3636363636
2006-03-21,46.4782608696
2006-03-22,49.0526315789
2006-03-23,59.1904761905
2006-03-24,57.3529411765
2006-03-25,51.0625
2006-03-26,48.9444444444
2006-03-27,54.0454545455
2006-03-28,49.5294117647
2006-03-29,45.375
2006-03-30,49.7368421053
2006-03-31,49.0
2006-04-01,48.8125
2006-04-02,51.4615384615
2006-04-03,53.2857142857
2006-04-04,46.6666666667
2006-04-05,47.2727272727
2006-04-06,56.15
2006-04-07,53.7333333333
2006-04-08,55.25
2006-04-09,53.5882352941
2006-04-10,48.3888888889
2006-04-11,53.0
2006-04-12,58.7368421053
2006-04-13,61.5416666667
2006-04-14,67.8076923077
2006-04-15,54.2105263158
2006-04-16,47.2777777778
2006-04-17,48.4761904762
2006-04-18,53.3928571429
2006-04-19,61.7586206897
2006-04-20,69.5625
2006-04-21,62.8095238095
2006-04-22,57.28
2006-04-23,55.8571428571
2006-04-24,57.1111111111
2006-04-25,61.9090909091
2006-04-26,65.3928571429
2006-04-27,77.8484848485
2006-04-28,72.9642857143
2006-04-29,68.7
2006-04-30,75.1666666667
2006-05-01,77.0967741935
2006-05-02,75.0909090909
2006-05-03,66.724137931
2006-05-04,61.7826086957
2006-05-05,61.1111111111
2006-05-06,64.0689655172
2006-05-07,72.3333333333
2006-05-08,75.303030303
2006-05-09,74.6060606061
2006-05-10,81.8125
2006-05-11,84.7058823529
2006-05-12,81.1666666667
2006-05-13,79.2
2006-05-14,84.2285714286
2006-05-15,90.5428571429
2006-05-16,88.0
2006-05-17,90.7
2006-05-18,83.46875
2006-05-19,72.5333333333
2006-05-20,74.0
2006-05-21,64.8235294118
2006-05-22,62.4444444444
2006-05-23,75.1428571429
2006-05-24,74.0384615385
2006-05-25,67.2272727273
2006-05-26,66.3870967742
2006-05-27,61.7307692308
2006-05-28,64.5714285714
2006-05-29,67.935483871
2006-05-30,76.4166666667
2006-05-31,81.7619047619
2006-06-01,84.125
2006-06-02,82.9310344828
2006-06-03,82.9615384615
2006-06-04,81.7272727273
2006-06-05,81.5555555556
2006-06-06,85.5365853659
2006-06-07,85.9666666667
2006-06-08,78.6486486486
2006-06-09,79.8205128205
2006-06-10,77.3076923077
2006-06-11,71.064516129
2006-06-12,68.4782608696
2006-06-13,67.5806451613
2006-06-14,66.1923076923
2006-06-15,77.0
2006-06-16,92.8125
2006-06-17,94.725
2006-06-18,88.53125
2006-06-19,79.6896551724
2006-06-20,89.4761904762
2006-06-21,89.9545454545
2006-06-22,98.972972973
2006-06-23,101.405405405
2006-06-24,109.0
2006-06-25,98.9696969697
2006-06-26,105.794871795
2006-06-27,94.5151515152
2006-06-28,89.8378378378
2006-06-29,92.9393939394
2006-06-30,84.0882352941
2006-07-01,88.8181818182
2006-07-02,89.3888888889
2006-07-03,88.25
2006-07-04,86.487804878
2006-07-05,80.2777777778
2006-07-06,82.75
2006-07-07,88.6857142857
2006-07-08,96.5185185185
2006-07-09,104.358974359
2006-07-10,90.4444444444
2006-07-11,82.3
2006-07-12,83.4848484848
2006-07-13,86.6666666667
2006-07-14,94.0277777778
2006-07-15,94.3783783784
2006-07-16,102.227272727
2006-07-17,102.702702703
2006-07-18,104.756756757
2006-07-19,108.0
2006-07-20,104.555555556
2006-07-21,107.233333333
2006-07-22,108.423076923
2006-07-23,111.653846154
2006-07-24,107.384615385
2006-07-25,107.321428571
2006-07-26,107.428571429
2006-07-27,96.3225806452
2006-07-28,86.9333333333
2006-07-29,82.0909090909
2006-07-30,90.7368421053
2006-07-31,84.2083333333
2006-08-01,87.1388888889
2006-08-02,88.3142857143
2006-08-03,90.7297297297
2006-08-04,82.303030303
2006-08-05,81.4615384615
2006-08-06,85.2580645161
2006-08-07,72.7
2006-08-08,82.6774193548
2006-08-09,93.25
2006-08-10,100.236842105
2006-08-11,90.5357142857
2006-08-12,78.2272727273
2006-08-13,91.0681818182
2006-08-14,79.21875
2006-08-15,79.75
2006-08-16,77.4827586207
2006-08-17,88.0
2006-08-18,88.275862069
2006-08-19,87.7435897436
2006-08-20,84.55
2006-08-21,81.6944444444
2006-08-22,90.775
2006-08-23,90.9696969697
2006-08-24,84.2051282051
2006-08-25,81.2564102564
2006-08-26,86.0212765957
2006-08-27,90.2244897959
2006-08-28,90.6129032258
2006-08-29,77.8214285714
2006-08-30,81.5172413793
2006-08-31,90.0512820513
2006-09-01,92.8205128205
2006-09-02,85.4418604651
2006-09-03,83.0882352941
2006-09-04,83.34375
2006-09-05,85.9756097561
2006-09-06,93.5454545455
2006-09-07,91.0952380952
2006-09-08,73.76
2006-09-09,71.5357142857
2006-09-10,78.2666666667
2006-09-11,86.3928571429
2006-09-12,94.46875
2006-09-13,92.1891891892
2006-09-14,66.962962963
2006-09-15,66.2592592593
2006-09-16,65.4333333333
2006-09-17,76.6842105263
2006-09-18,84.9285714286
2006-09-19,81.3333333333
2006-09-20,73.2173913043
2006-09-21,77.641025641
2006-09-22,77.5
2006-09-23,81.8333333333
2006-09-24,79.7222222222
2006-09-25,83.3846153846
2006-09-26,82.2727272727
2006-09-27,82.5333333333
2006-09-28,80.4117647059
2006-09-29,80.4390243902
2006-09-30,66.3571428571
2006-10-01,60.0
2006-10-02,65.9545454545
2006-10-03,63.6315789474
2006-10-04,63.4705882353
2006-10-05,62.75
2006-10-06,59.5185185185
2006-10-07,62.6774193548
2006-10-08,71.5161290323
2006-10-09,75.1363636364
2006-10-10,68.0740740741
2006-10-11,65.6666666667
2006-10-12,72.3846153846
2006-10-13,67.5
2006-10-14,62.7352941176
2006-10-15,57.5714285714
2006-10-16,60.1818181818
2006-10-17,59.03125
2006-10-18,65.3333333333
2006-10-19,65.1818181818
2006-10-20,68.9310344828
2006-10-21,71.40625
2006-10-22,80.6764705882
2006-10-23,75.2666666667
2006-10-24,68.3333333333
2006-10-25,61.0454545455
2006-10-26,59.6363636364
2006-10-27,64.84375
2006-10-28,67.5666666667
2006-10-29,60.6923076923
2006-10-30,52.9090909091
2006-10-31,55.5
2006-11-01,55.0322580645
2006-11-02,61.3333333333
2006-11-03,62.0
2006-11-04,58.0
2006-11-05,61.48
2006-11-06,64.5714285714
2006-11-07,68.6153846154
2006-11-08,63.5
2006-11-09,49.9375
2006-11-10,52.5
2006-11-11,49.3333333333
2006-11-12,40.2941176471
2006-11-13,53.9090909091
2006-11-14,57.0
2006-11-15,57.3684210526
2006-11-16,61.3846153846
2006-11-17,62.0
2006-11-18,60.4761904762
2006-11-19,59.3703703704
2006-11-20,54.2307692308
2006-11-21,55.0
2006-11-22,51.1666666667
2006-11-23,45.5555555556
2006-11-24,40.3103448276
2006-11-25,46.0666666667
2006-11-26,43.1666666667
2006-11-27,44.5625
2006-11-28,38.6086956522
2006-11-29,38.0526315789
2006-11-30,38.9230769231
2006-12-01,40.8333333333
2006-12-02,40.5
2006-12-03,45.8333333333
2006-12-04,48.5277777778
2006-12-05,48.44
2006-12-06,49.2692307692
2006-12-07,48.9032258065
2006-12-08,52.5
2006-12-09,51.5555555556
2006-12-10,42.0
2006-12-11,45.4705882353
2006-12-12,49.1538461538
2006-12-13,52.4285714286
2006-12-14,52.4285714286
2006-12-15,47.3333333333
2006-12-16,31.0
2006-12-17,37.0416666667
2006-12-18,35.8333333333
2006-12-19,33.5609756098
2006-12-20,35.0384615385
2006-12-21,35.5333333333
2006-12-22,39.0833333333
2006-12-23,38.7368421053
2006-12-24,38.1363636364
2006-12-25,47.4583333333
2006-12-26,53.8064516129
2006-12-27,44.3636363636
2006-12-28,40.1875
2006-12-29,35.5714285714
2006-12-30,38.2727272727
2006-12-31,39.3870967742
2007-01-01,39.9705882353
2007-01-02,42.075
2007-01-03,48.6060606061
2007-01-04,47.2
2007-01-05,38.2
2007-01-06,38.2083333333
2007-01-07,38.0909090909
2007-01-08,40.8703703704
2007-01-09,44.6388888889
2007-01-10,41.2105263158
2007-01-11,33.1
2007-01-12,29.4761904762
2007-01-13,26.9166666667
2007-01-14,27.2857142857
2007-01-15,30.6774193548
2007-01-16,32.8571428571
2007-01-17,36.0606060606
2007-01-18,36.5263157895
2007-01-19,37.6363636364
2007-01-20,36.8235294118
2007-01-21,43.5555555556
2007-01-22,40.03125
2007-01-23,42.5862068966
2007-01-24,43.8
2007-01-25,46.21875
2007-01-26,43.4705882353
2007-01-27,43.4358974359
2007-01-28,47.347826087
2007-01-29,49.3243243243
2007-01-30,45.6666666667
2007-01-31,43.1666666667
2007-02-01,38.7777777778
2007-02-02,47.1
2007-02-03,43.6
2007-02-04,54.9318181818
2007-02-05,54.5172413793
2007-02-06,58.05
2007-02-07,51.8181818182
2007-02-08,52.9411764706
2007-02-09,54.1875
2007-02-10,55.6363636364
2007-02-11,58.1428571429
2007-02-12,50.88
2007-02-13,46.347826087
2007-02-14,49.3076923077
2007-02-15,53.8214285714
2007-02-16,59.1176470588
2007-02-17,59.9705882353
2007-02-18,53.0333333333
2007-02-19,48.7894736842
2007-02-20,45.5384615385
2007-02-21,47.3333333333
2007-02-22,41.8
2007-02-23,41.5
2007-02-24,43.7058823529
2007-02-25,44.3125
2007-02-26,41.6363636364
2007-02-27,35.0769230769
2007-02-28,39.3
2007-03-01,43.4285714286
2007-03-02,45.1538461538
2007-03-03,49.7
2007-03-04,59.28125
2007-03-05,59.5625
2007-03-06,63.6470588235
2007-03-07,59.0869565217
2007-03-08,53.7727272727
2007-03-09,51.3529411765
2007-03-10,55.9032258065
2007-03-11,65.5625
2007-03-12,68.3513513514
2007-03-13,71.4285714286
2007-03-14,66.1785714286
2007-03-15,65.6785714286
2007-03-16,70.8709677419
2007-03-17,73.1538461538
2007-03-18,64.0769230769
2007-03-19,64.0434782609
2007-03-20,53.6923076923
2007-03-21,57.5
2007-03-22,57.4102564103
2007-03-23,61.0555555556
2007-03-24,64.5
2007-03-25,60.6
2007-03-26,55.2727272727
2007-03-27,43.0416666667
2007-03-28,49.9473684211
2007-03-29,54.7272727273
2007-03-30,66.3225806452
2007-03-31,67.2272727273
2007-04-01,62.3333333333
2007-04-02,59.2666666667
2007-04-03,64.5135135135
2007-04-04,69.3823529412
2007-04-05,72.2592592593
2007-04-06,66.4
2007-04-07,60.8
2007-04-08,62.6333333333
2007-04-09,63.1034482759
2007-04-10,59.28
2007-04-11,51.35
2007-04-12,49.6666666667
2007-04-13,53.4411764706
2007-04-14,49.3333333333
2007-04-15,53.4375
2007-04-16,67.5217391304
2007-04-17,54.1818181818
2007-04-18,48.3461538462
2007-04-19,46.4615384615
2007-04-20,60.1538461538
2007-04-21,52.4705882353
2007-04-22,55.5909090909
2007-04-23,59.2
2007-04-24,66.9705882353
2007-04-25,62.3666666667
2007-04-26,70.3793103448
2007-04-27,80.3846153846
2007-04-28,85.4375
2007-04-29,75.7931034483
2007-04-30,73.7
2007-05-01,63.0769230769
2007-05-02,60.8181818182
2007-05-03,52.5185185185
2007-05-04,53.0869565217
2007-05-05,58.8
2007-05-06,73.2424242424
2007-05-07,82.28
2007-05-08,88.3939393939
2007-05-09,83.303030303
2007-05-10,74.4615384615
2007-05-11,68.2647058824
2007-05-12,63.0909090909
2007-05-13,67.8918918919
2007-05-14,78.1568627451
2007-05-15,70.8
2007-05-16,66.8125
2007-05-17,70.0625
2007-05-18,73.6896551724
2007-05-19,76.4482758621
2007-05-20,79.475
2007-05-21,73.5714285714
2007-05-22,73.3636363636
2007-05-23,80.9428571429
2007-05-24,87.9473684211
2007-05-25,84.2105263158
2007-05-26,81.0909090909
2007-05-27,74.0
2007-05-28,76.0434782609
2007-05-29,73.6470588235
2007-05-30,70.1290322581
2007-05-31,75.9696969697
2007-06-01,71.0303030303
2007-06-02,75.2222222222
2007-06-03,80.2619047619
2007-06-04,77.1333333333
2007-06-05,65.3888888889
2007-06-06,64.8
2007-06-07,67.88
2007-06-08,72.6956521739
2007-06-09,83.2432432432
2007-06-10,83.0
2007-06-11,84.7105263158
2007-06-12,87.4
2007-06-13,92.8333333333
2007-06-14,99.027027027
2007-06-15,99.1470588235
2007-06-16,81.8888888889
2007-06-17,84.9615384615
2007-06-18,91.1351351351
2007-06-19,85.5161290323
2007-06-20,78.5666666667
2007-06-21,86.5135135135
2007-06-22,86.5135135135
2007-06-23,84.2962962963
2007-06-24,79.5862068966
2007-06-25,83.4375
2007-06-26,93.8484848485
2007-06-27,80.4827586207
2007-06-28,79.6956521739
2007-06-29,80.5172413793
2007-06-30,81.0666666667
2007-07-01,83.4375
2007-07-02,87.2352941176
2007-07-03,93.09375
2007-07-04,98.5333333333
2007-07-05,103.923076923
2007-07-06,97.1714285714
2007-07-07,86.45
2007-07-08,91.4516129032
2007-07-09,92.2777777778
2007-07-10,82.037037037
2007-07-11,76.1071428571
2007-07-12,81.88
2007-07-13,90.09375
2007-07-14,89.1764705882
2007-07-15,90.8235294118
2007-07-16,82.3928571429
2007-07-17,81.53125
2007-07-18,80.0952380952
2007-07-19,82.0967741935
2007-07-20,82.3214285714
2007-07-21,88.7058823529
2007-07-22,90.44
2007-07-23,100.466666667
2007-07-24,91.2692307692
2007-07-25,84.9428571429
2007-07-26,87.358974359
2007-07-27,90.1935483871
2007-07-28,90.7428571429
2007-07-29,89.1481481481
2007-07-30,93.7142857143
2007-07-31,97.1923076923
2007-08-01,95.0857142857
2007-08-02,87.4482758621
2007-08-03,95.09375
2007-08-04,94.6052631579
2007-08-05,71.16
2007-08-06,68.5
2007-08-07,79.5
2007-08-08,82.9487179487
2007-08-09,81.3142857143
2007-08-10,88.35
2007-08-11,84.5185185185
2007-08-12,81.6666666667
2007-08-13,93.3076923077
2007-08-14,95.0
2007-08-15,90.1904761905
2007-08-16,88.0
2007-08-17,73.0
2007-08-18,80.04
2007-08-19,86.56
2007-08-20,90.6086956522
2007-08-21,98.9230769231
2007-08-22,98.1428571429
2007-08-23,98.8823529412
2007-08-24,89.5
2007-08-25,85.2
2007-08-26,83.0
2007-08-27,88.303030303
2007-08-28,96.3125
2007-08-29,104.209302326
2007-08-30,103.25
2007-08-31,101.0
2007-09-01,99.3448275862
2007-09-02,98.2777777778
2007-09-03,89.2857142857
2007-09-04,84.34375
2007-09-05,82.6785714286
2007-09-06,90.425
2007-09-07,73.9130434783
2007-09-08,83.7105263158
2007-09-09,77.3333333333
2007-09-10,80.3333333333
2007-09-11,81.9166666667
2007-09-12,71.5925925926
2007-09-13,74.5925925926
2007-09-14,75.59375
2007-09-15,70.3333333333
2007-09-16,72.9259259259
2007-09-17,79.641025641
2007-09-18,75.6818181818
2007-09-19,61.0
2007-09-20,61.4210526316
2007-09-21,70.375
2007-09-22,60.7777777778
2007-09-23,66.9130434783
2007-09-24,66.5806451613
2007-09-25,76.8928571429
2007-09-26,78.0967741935
2007-09-27,84.0588235294
2007-09-28,59.0526315789
2007-09-29,58.8235294118
2007-09-30,69.4210526316
2007-10-01,66.6470588235
2007-10-02,68.8076923077
2007-10-03,69.6451612903
2007-10-04,60.4814814815
2007-10-05,53.1428571429
2007-10-06,54.9459459459
2007-10-07,62.4047619048
2007-10-08,71.2333333333
2007-10-09,65.5862068966
2007-10-10,63.1904761905
2007-10-11,63.3870967742
2007-10-12,55.6363636364
2007-10-13,61.6296296296
2007-10-14,65.76
2007-10-15,60.4583333333
2007-10-16,54.1666666667
2007-10-17,58.6086956522
2007-10-18,64.6842105263
2007-10-19,65.9047619048
2007-10-20,56.5555555556
2007-10-21,59.3666666667
2007-10-22,64.375
2007-10-23,71.6206896552
2007-10-24,78.2926829268
2007-10-25,73.1860465116
2007-10-26,61.75
2007-10-27,70.3333333333
2007-10-28,73.375
2007-10-29,71.7391304348
2007-10-30,54.8888888889
2007-10-31,63.1538461538
2007-11-01,62.08
2007-11-02,64.1538461538
2007-11-03,67.25
2007-11-04,66.724137931
2007-11-05,67.1379310345
2007-11-06,64.6944444444
2007-11-07,68.7272727273
2007-11-08,57.7037037037
2007-11-09,59.8571428571
2007-11-10,51.3666666667
2007-11-11,57.1666666667
2007-11-12,57.0416666667
2007-11-13,61.0
2007-11-14,63.9428571429
2007-11-15,66.5555555556
2007-11-16,58.2916666667
2007-11-17,55.3793103448
2007-11-18,57.0
2007-11-19,56.8823529412
2007-11-20,47.7619047619
2007-11-21,43.3870967742
2007-11-22,45.619047619
2007-11-23,47.0540540541
2007-11-24,48.3095238095
2007-11-25,49.2631578947
2007-11-26,46.7352941176
2007-11-27,50.7105263158
2007-11-28,45.6551724138
